return_id,order_id,product_name,customer_name,return_date,reason,quantity_returned,refund_amount
RET-25650,CA-2016-146913,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Sylvia Foulston,2025-04-29,Defective,1,256.72
RET-77603,CA-2014-163223,American Pencil,Kristen Hastings,2022-09-14,Damaged,1,1.95
RET-47002,US-2017-108315,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Mick Hernandez,2025-10-15,Not as Described,1,35.88
RET-11044,US-2015-159499,Avery 506,Eudokia Martin,2024-05-04,Not as Described,1,3.01
RET-49834,CA-2017-159149,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Cyra Reiten,2025-07-26,Defective,3,300.07
RET-74665,CA-2014-167927,Storex Dura Pro Binders,Xylona Preis,2022-06-30,Wrong Item,4,20.76
RET-42129,US-2016-150357,Presstex Flexible Ring Binders,Erica Bern,2025-04-05,Wrong Item,3,3.9
RET-80981,US-2014-121566,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Cari Schnelling,2022-12-03,Not as Described,2,3.54
RET-10191,CA-2015-104626,Deflect-o Glass Clear Studded Chair Mats,Daniel Raglin,2024-02-24,Changed Mind,1,61.57
RET-23624,CA-2014-163223,Samsung Galaxy S4 Active,Kristen Hastings,2022-09-20,Wrong Item,6,2836.27
RET-17850,US-2017-147669,Hon Rectangular Conference Tables,Susan Vittorini,2026-06-13,Wrong Item,1,120.69
RET-40339,CA-2015-135727,Global Chrome Stack Chair,Paul Stevenson,2023-11-05,Defective,3,67.35
RET-21128,CA-2014-145317,"Executive Impressions 13"" Clairmont Wall Clock",Sean Miller,2022-09-03,Defective,2,27.44
RET-61688,CA-2016-106950,Belkin F9M820V08 8 Outlet Surge,Joe Elijah,2025-02-08,Damaged,9,255.83
RET-27132,CA-2017-137876,"Seth Thomas 16"" Steel Case Clock",Don Jones,2025-10-21,Wrong Item,1,28.81
RET-61505,CA-2016-104633,Xerox 228,Erin Ashbrook,2024-11-24,Not as Described,2,12.57
RET-19789,CA-2016-117590,GE 30524EE4,Gene Hale,2025-05-21,Wrong Item,4,535.85
RET-23848,CA-2015-119102,Advantus Rolling Storage Box,Kristen Hastings,2023-10-30,Wrong Item,3,42.28
RET-25825,CA-2017-121048,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Toby Carlisle,2025-12-31,Defective,2,81.09
RET-70731,CA-2017-147228,Staple remover,Sean O'Donnell,2026-02-23,Not as Described,1,2.62
RET-99922,US-2017-153633,DIXON Oriole Pencils,Toby Carlisle,2026-05-13,Not as Described,1,1.69
RET-52964,CA-2015-167010,Fellowes High-Stak Drawer Files,Valerie Takahito,2023-10-04,Wrong Item,1,118.82
RET-56627,US-2017-128951,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Ricardo Sperren,2025-12-20,Changed Mind,3,152.88
RET-44100,CA-2016-108868,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Ken Black,2025-02-27,Wrong Item,1,11.22
RET-82869,CA-2016-117681,Bush Somerset Collection Bookcase,Herbert Flentye,2024-09-12,Defective,4,432.38
RET-28322,US-2016-146570,Newell 344,Steve Nguyen,2024-10-25,Damaged,1,2.48
RET-39135,CA-2015-149713,Acme Value Line Scissors,Trudy Glocke,2024-02-21,Wrong Item,1,3.53
RET-92614,US-2015-147242,Euro-Pro Shark Turbo Vacuum,Edward Hooks,2024-02-19,Damaged,2,54.18
RET-19828,US-2017-162558,Eldon 500 Class Desk Accessories,Dean percer,2026-03-23,Damaged,1,9.5
RET-68121,CA-2015-129917,GBC Poly Designer Binding Covers,Henry MacAllister,2024-03-07,Wrong Item,2,26.26
RET-70423,CA-2015-163587,GBC DocuBind TL200 Manual Binding Machine,Emily Phan,2023-08-19,Damaged,2,369.35
RET-61773,CA-2014-127299,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",John Lee,2023-02-27,Changed Mind,3,2327.39
RET-32650,CA-2015-133242,JM Magazine Binder,Keith Herrera,2023-11-21,Not as Described,2,30.93
RET-68459,US-2016-113985,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Keith Dawkins,2025-05-11,Wrong Item,1,17.01
RET-75390,CA-2015-156734,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Benjamin Venier,2023-11-22,Changed Mind,2,298.88
RET-46670,CA-2016-119963,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Steve Nguyen,2025-05-08,Changed Mind,2,39.67
RET-78919,CA-2016-120355,DAX Two-Tone Silver Metal Document Frame,Magdelene Morse,2025-02-25,Wrong Item,2,34.0
RET-57069,CA-2017-165204,Tennsco Double-Tier Lockers,Michael Nguyen,2026-05-06,Changed Mind,1,179.63
RET-84141,CA-2014-103310,Hon Pagoda Stacking Chairs,Greg Matthias,2022-10-30,Defective,1,223.1
RET-13416,CA-2015-164882,GBC DocuBind P100 Manual Binding Machine,Sandra Glassco,2024-04-13,Not as Described,2,226.82
RET-46822,CA-2015-130022,Avery 489,Julie Kriz,2024-02-01,Damaged,2,16.68
RET-86544,CA-2015-110870,Staple remover,Karen Daniels,2024-06-09,Wrong Item,4,13.33
RET-41608,CA-2016-119018,Xerox 229,Carl Weiss,2025-04-12,Not as Described,1,5.51
RET-38758,CA-2016-141586,"Avery Durable Plastic 1"" Binders",Neil Knudson,2025-04-06,Defective,1,3.46
RET-32768,US-2016-123470,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Max Engle,2025-02-14,Wrong Item,2,71.03
RET-57026,CA-2014-146703,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Patrick O'Donnell,2023-03-30,Defective,3,152.81
RET-83873,CA-2016-147431,"Belkin 19"" Center-Weighted Shelf, Gray",Adrian Barton,2024-07-05,Wrong Item,2,116.72
RET-74517,US-2017-147886,Xerox 1975,Dave Hallsten,2025-09-18,Defective,1,6.27
RET-21830,CA-2016-142398,JM Magazine Binder,Beth Paige,2024-09-24,Damaged,1,11.86
RET-72650,CA-2017-121853,Xerox 1909,Duane Benoit,2026-03-05,Damaged,4,84.84
RET-54663,CA-2017-112431,Newell 343,Robert Waldorf,2026-03-25,Wrong Item,1,2.83
RET-29360,CA-2017-100524,Polycom SoundPoint IP 450 VoIP phone,Chad McGuire,2025-09-28,Defective,2,366.76
RET-78982,CA-2014-146815,Global Super Steno Chair,Paul Prost,2023-03-05,Not as Described,1,82.48
RET-96787,CA-2015-135251,Avery 505,Rachel Payne,2024-01-11,Changed Mind,2,22.28
RET-52284,US-2017-148831,"Trav-L-File Heavy-Duty Shuttle II, Black",Alan Hwang,2026-04-03,Wrong Item,2,75.58
RET-73858,CA-2016-161025,Fellowes Staxonsteel Drawer Files,Gary McGarr,2025-05-11,Not as Described,4,740.51
RET-87194,US-2017-167920,Eldon Gobal File Keepers,John Lee,2026-05-17,Wrong Item,1,12.79
RET-48602,CA-2017-113355,DMI Arturo Collection Mission-style Design Wood Chair,Sarah Jordon,2026-05-16,Wrong Item,2,200.13
RET-85082,CA-2017-151484,"Computer Room Manger, 14""",Cynthia Voltz,2025-09-28,Changed Mind,1,25.72
RET-88956,CA-2017-133865,Canon Imageclass D680 Copier / Fax,Penelope Sewall,2025-11-07,Not as Described,5,2258.1
RET-23645,CA-2015-120901,Staple remover,Barry Gonzalez,2024-06-28,Changed Mind,1,2.73
RET-41194,CA-2017-150910,Crate-A-Files,Jack Lebron,2026-05-29,Not as Described,2,16.55
RET-21629,CA-2014-102645,Xerox 195,Ionia McGrath,2022-07-06,Not as Described,2,12.39
RET-42707,CA-2014-137092,Logitech Wireless Performance Mouse MX for PC and Mac,Lindsay Shagiari,2023-04-06,Damaged,1,68.24
RET-10167,CA-2017-136063,Newell 307,Saphhira Shifley,2026-05-29,Damaged,3,4.18
RET-31802,CA-2017-113418,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Corinna Mitchell,2026-03-16,Changed Mind,8,1173.61
RET-59197,US-2017-139465,Iris Project Case,Mathew Reese,2026-02-14,Damaged,7,48.61
RET-85766,CA-2016-162390,Ibico EB-19 Dual Function Manual Binding System,Dave Poirier,2025-06-04,Wrong Item,4,530.18
RET-14379,CA-2015-114237,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Marc Crier,2023-08-21,Not as Described,2,115.66
RET-23726,US-2016-146710,Martin-Yale Premier Letter Opener,Sung Shariari,2025-01-30,Damaged,3,26.34
RET-31090,CA-2014-103331,Acrylic Self-Standing Desk Frames,Karl Braun,2023-02-08,Damaged,2,5.22
RET-90431,CA-2017-161410,Plantronics Voyager Pro HD - Bluetooth Headset,Chris Cortes,2025-12-16,Changed Mind,2,67.66
RET-95673,CA-2017-142342,Xerox 221,Anthony Johnson,2026-01-11,Wrong Item,1,5.74
RET-23272,US-2017-167402,Xerox 23,Cathy Prescott,2025-07-05,Not as Described,4,21.55
RET-82628,CA-2014-102869,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Logan Currie,2023-02-18,Defective,2,19.02
RET-22571,CA-2017-101959,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",Duane Benoit,2025-08-08,Damaged,1,6.69
RET-57294,CA-2014-144029,Global Commerce Series Low-Back Swivel/Tilt Chairs,Michelle Moray,2022-11-10,Damaged,2,298.87
RET-96772,CA-2017-140949,"Tenex File Box, Personal Filing Tote with Lid, Black",Denny Blanton,2025-09-02,Defective,1,13.32
RET-37125,CA-2014-158771,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Sean Braxton,2022-10-27,Wrong Item,2,10.62
RET-72071,CA-2017-151008,Motorla HX550 Universal Bluetooth Headset,Justin MacKendrick,2026-03-02,Damaged,3,94.48
RET-96643,CA-2017-160934,Newell 347,Tonja Turnell,2025-06-27,Not as Described,4,15.31
RET-59996,CA-2017-142034,"Global Airflow Leather Mesh Back Chair, Black",Karen Bern,2026-03-01,Not as Described,4,505.47
RET-67637,CA-2016-115588,Staple remover,Art Foster,2025-04-18,Changed Mind,4,9.53
RET-83956,CA-2017-163860,3M Hangers With Command Adhesive,Lori Olson,2026-06-08,Damaged,1,1.43
RET-22675,US-2017-163790,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Nancy Lomonaco,2026-04-09,Damaged,7,71.93
RET-64262,US-2014-138247,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Ben Ferrer,2023-06-17,Defective,3,71.57
RET-60738,US-2017-163790,GBC Therma-A-Bind 250T Electric Binding System,Nancy Lomonaco,2026-04-12,Defective,5,399.57
RET-72236,US-2015-115238,"Eldon ImÃ ge Series Desk Accessories, Clear",Jane Waco,2023-10-16,Defective,5,22.78
RET-61747,CA-2017-167549,Safco Drafting Table,Evan Minnotte,2026-01-04,Damaged,4,170.87
RET-68856,CA-2014-124730,Pressboard Data Binders by Wilson Jones,Lynn Smith,2023-05-15,Wrong Item,2,7.04
RET-26539,US-2016-144547,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Maxwell Schwartz,2025-04-18,Damaged,2,76.92
RET-67067,CA-2014-140396,"Peel & Seel Recycled Catalog Envelopes, Brown",Katharine Harms,2023-05-06,Wrong Item,1,11.55
RET-87994,CA-2015-104941,Avery Heavy-Duty EZD View Binder with Locking Rings,Dave Hallsten,2023-12-12,Not as Described,3,15.88
RET-82923,US-2014-144078,Logitech Mobile Speakerphone P710e -Â speaker phone,Richard Bierner,2023-05-08,Changed Mind,1,88.27
RET-78116,CA-2017-104927,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Alex Grayson,2026-06-11,Changed Mind,3,3.69
RET-91665,CA-2014-129091,Fashion Color Clasp Envelopes,Ruben Ausman,2023-05-22,Defective,1,5.18
RET-29613,CA-2015-109113,Maxell 4.7GB DVD+RW 3/Pack,Eileen Kiefer,2024-06-07,Wrong Item,2,20.96
RET-83752,CA-2015-128139,Novimex High-Tech Fabric Mesh Task Chair,Bruce Degenhardt,2023-12-24,Damaged,1,69.91
RET-55071,US-2016-157490,Recycled Easel Ring Binders,Laurel Beltran,2025-04-03,Changed Mind,3,13.07
RET-84976,CA-2017-167640,Xerox 1893,Frank Carlisle,2025-08-17,Defective,4,152.64
RET-62818,CA-2017-117436,Wilson Jones Impact Binders,Liz Willingham,2025-11-26,Wrong Item,1,4.32
RET-53449,CA-2017-126242,"File Shuttle II and Handi-File, Black",Mick Crebagga,2026-05-11,Wrong Item,7,191.62
RET-58816,CA-2015-137946,Hewlett Packard LaserJet 3310 Copier,Doug Bickford,2024-02-05,Damaged,2,944.78
RET-74437,CA-2016-167605,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Rob Beeghly,2024-10-11,Damaged,2,26.16
RET-68079,CA-2015-121552,Newell 316,Fred Wasserman,2023-09-21,Not as Described,2,8.09
RET-21703,CA-2014-145387,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Anne McFarland,2023-04-11,Wrong Item,2,9.36
RET-63368,CA-2016-105781,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Jill Fjeld,2024-08-02,Changed Mind,1,29.47
RET-77537,CA-2017-169607,Xerox 1952,Christina Anderson,2026-04-08,Wrong Item,2,9.6
RET-62872,CA-2017-137449,Bevis Round Conference Table Top & Single Column Base,Max Engle,2025-12-04,Wrong Item,2,192.98
RET-36309,CA-2017-133102,Belkin Premiere Surge Master II 8-outlet surge protector,Emily Ducich,2026-02-13,Damaged,1,8.11
RET-57235,CA-2015-119942,Avery 499,Ted Trevino,2023-09-15,Wrong Item,1,3.55
RET-76207,CA-2017-149895,Aastra 6757i CT Wireless VoIP phone,Eugene Barchas,2026-02-19,Changed Mind,2,249.4
RET-41711,US-2017-156909,"Global Deluxe Stacking Chair, Gray",Sandra Flanagan,2026-01-08,Not as Described,1,33.41
RET-72204,CA-2017-117870,Newell 312,John Huston,2025-07-15,Defective,3,12.46
RET-43903,CA-2015-168207,Cardinal Holdit Business Card Pockets,Liz Thompson,2024-04-22,Damaged,2,6.92
RET-31352,CA-2014-132801,"Fellowes Personal Hanging Folder Files, Navy",John Grady,2023-03-19,Defective,1,9.43
RET-94853,CA-2015-141593,Ibico Recycled Grain-Textured Covers,Darren Budd,2024-06-10,Wrong Item,1,26.84
RET-63674,US-2015-158589,Dana Swing-Arm Lamps,Kelly Williams,2024-05-14,Defective,1,9.12
RET-99417,CA-2016-134775,Southworth Structures Collection,Alejandro Savely,2025-03-31,Damaged,7,48.72
RET-88792,CA-2016-157511,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Seth Vernon,2025-03-08,Damaged,1,2.48
RET-50037,CA-2016-137729,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Barry Franz,2024-10-15,Not as Described,1,5.51
RET-70161,CA-2014-142769,Logitech Wireless Performance Mouse MX for PC and Mac,Resi PÃ¶lking,2023-03-01,Not as Described,2,194.04
RET-78241,CA-2016-108364,Wilson Jones Easy Flow II Sheet Lifters,Barry Pond,2025-05-28,Defective,4,1.24
RET-96816,CA-2015-115938,"Decoflex Hanging Personal Folder File, Blue",Sue Ann Reed,2023-12-11,Not as Described,1,12.36
RET-24169,CA-2016-149195,Xerox 1930,Don Miller,2025-02-25,Changed Mind,2,8.91
RET-93964,CA-2017-107629,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Dave Brooks,2026-05-19,Not as Described,3,132.87
RET-95389,CA-2014-111500,Avery Non-Stick Binders,Don Jones,2023-02-16,Not as Described,3,11.48
RET-41496,CA-2015-134075,Standard Rollaway File with Lock,Helen Abelman,2024-05-21,Damaged,1,162.79
RET-51888,CA-2015-153220,"Adams ""While You Were Out"" Message Pads",Yoseph Carroll,2024-05-10,Wrong Item,5,13.83
RET-48745,CA-2014-119151,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Mike Pelletier,2023-05-21,Not as Described,1,260.22
RET-14629,US-2017-116897,Nokia Lumia 925,James Galang,2025-11-12,Defective,2,176.92
RET-54979,CA-2014-154893,SAFCO Arco Folding Chair,Gary McGarr,2023-06-15,Wrong Item,5,1064.15
RET-98063,CA-2017-163629,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Ruben Ausman,2026-05-11,Not as Described,1,78.49
RET-96194,US-2016-139262,Avery Arch Ring Binders,Lindsay Castell,2024-08-09,Defective,2,33.78
RET-26769,CA-2014-128146,Wireless Extenders zBoost YX545 SOHO Signal Booster,Dave Brooks,2022-11-29,Not as Described,3,464.64
RET-33995,US-2017-163300,GBC DocuBind 200 Manual Binding Machine,Erica Smith,2026-03-13,Not as Described,7,2149.57
RET-39272,CA-2017-162691,Bady BDG101FRU Card Printer,Aaron Smayling,2026-01-24,Not as Described,1,405.33
RET-86751,US-2015-106873,HP Standard 104 key PS/2 Keyboard,Kunst Miller,2024-03-11,Not as Described,2,20.28
RET-93151,CA-2015-112452,Staples,Nat Carroll,2023-09-21,Defective,1,2.61
RET-35499,CA-2017-117212,Toshiba IPT2010-SD IPÂ Telephone,Bradley Talbott,2025-08-16,Defective,2,198.91
RET-64146,CA-2014-166989,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Robert Marley,2023-04-20,Damaged,2,10.29
RET-36253,CA-2016-124352,Ibico Plastic Spiral Binding Combs,Cynthia Delaney,2025-04-14,Not as Described,2,50.31
RET-33639,CA-2016-101525,Xerox 1914,Chris McAfee,2024-10-17,Damaged,2,91.08
RET-33176,CA-2015-104514,Newell 313,Claudia Bergmann,2023-06-20,Not as Described,2,6.08
RET-45851,US-2016-118780,Acco Perma 2700 Stacking Storage Drawers,Parhena Norris,2025-03-05,Wrong Item,1,23.82
RET-30766,CA-2015-114069,Easy-staple paper,Natalie DeCherney,2024-01-09,Changed Mind,1,4.56
RET-66847,CA-2014-143903,HON 5400 Series Task Chairs for Big and Tall,Katherine Murray,2023-01-17,Changed Mind,1,405.25
RET-60242,CA-2017-148922,Avery Metallic Poly Binders,Stephanie Ulpright,2026-05-25,Damaged,7,39.83
RET-58903,CA-2016-152457,Xerox 1991,Steve Chapman,2025-02-16,Damaged,3,57.55
RET-10540,CA-2016-132990,Eldon 500 Class Desk Accessories,Khloe Miller,2025-01-14,Wrong Item,1,7.76
RET-50906,CA-2016-118073,BPI Conference Tables,Cindy Schnelling,2025-01-22,Wrong Item,6,470.11
RET-50123,CA-2017-167941,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jill Fjeld,2026-04-12,Wrong Item,2,299.97
RET-48119,CA-2016-148852,"Alliance Big Bands Rubber Bands, 12/Pack",Stewart Visinsky,2024-10-31,Changed Mind,1,1.7
RET-27536,CA-2017-137022,Tennsco Regal Shelving Units,Scott Williamson,2026-05-12,Not as Described,6,539.54
RET-31611,CA-2014-110555,AT&T SB67148 SynJ,Michelle Moray,2022-09-29,Changed Mind,2,100.31
RET-27197,CA-2015-112452,Shocksock Galaxy S4 Armband,Nat Carroll,2023-09-07,Wrong Item,1,9.25
RET-32149,CA-2017-150525,Disposable Triple-Filter Dust Bags,Julie Prescott,2025-08-15,Damaged,1,4.01
RET-93928,CA-2014-101602,"Lifetime Advantage Folding Chairs, 4/Carton",Mick Crebagga,2023-05-29,Not as Described,1,133.58
RET-16286,US-2015-157014,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Bryan Mills,2024-03-30,Damaged,1,11.03
RET-25176,CA-2017-123351,APC 7 Outlet Network SurgeArrest Surge Protector,Kean Thornton,2026-03-16,Changed Mind,1,65.16
RET-43126,CA-2017-129833,Economy Binders,Herbert Flentye,2026-05-26,Changed Mind,4,6.86
RET-99881,CA-2014-103940,"Executive Impressions 12"" Wall Clock",Bradley Nguyen,2023-03-14,Damaged,1,14.86
RET-96832,CA-2014-125556,Acco 3-Hole Punch,Maris LaWare,2023-04-26,Defective,7,28.59
RET-27978,US-2015-160857,Xerox 204,Natalie Webber,2023-10-19,Changed Mind,3,17.91
RET-90962,CA-2014-107181,GBC Recycled Grain Textured Covers,Deborah Brumfield,2022-08-02,Damaged,1,24.93
RET-75239,CA-2017-120376,Microsoft Wireless Mobile Mouse 4000,Theone Pippenger,2026-06-03,Wrong Item,1,38.27
RET-78569,US-2016-143448,Global Commerce Series High-Back Swivel/Tilt Chairs,Mark Hamilton,2025-06-01,Wrong Item,2,544.65
RET-31020,CA-2016-169663,Kingston Digital DataTraveler 16GB USB 2.0,Rick Huthwaite,2024-08-24,Damaged,3,23.68
RET-73001,US-2014-138758,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",John Lee,2022-12-27,Not as Described,2,67.77
RET-21665,CA-2017-148922,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Stephanie Ulpright,2026-05-20,Damaged,1,10.43
RET-21807,US-2016-115441,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Sally Hughsby,2025-01-23,Defective,4,334.89
RET-94454,CA-2016-105662,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Rick Bensley,2024-10-10,Wrong Item,1,22.87
RET-16564,CA-2015-150714,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Kristen Hastings,2024-04-12,Damaged,3,5.23
RET-48085,CA-2016-134334,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Dave Kipp,2024-08-12,Not as Described,1,4.65
RET-25191,CA-2016-112697,GBC VeloBinder Electric Binding Machine,Alan Haines,2025-06-15,Damaged,6,187.83
RET-11267,US-2014-147627,Apple iPhone 5C,Hunter Lopez,2022-07-20,Wrong Item,7,684.57
RET-67372,CA-2017-108791,Tensor Computer Mounted Lamp,Tony Molinari,2026-01-20,Defective,1,12.89
RET-54921,CA-2015-104514,"SAFCO Mobile Desk Side File, Wire Frame",Claudia Bergmann,2023-06-13,Wrong Item,1,37.39
RET-69839,CA-2017-122490,Global Troy Executive Leather Low-Back Tilter,Ted Trevino,2026-04-19,Not as Described,4,1410.84
RET-72684,CA-2015-143364,Xerox 1899,Toby Gnade,2024-01-12,Changed Mind,4,17.35
RET-17686,CA-2014-124807,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Max Engle,2023-01-04,Wrong Item,2,9.81
RET-73265,CA-2014-159849,Revere Boxed Rubber Bands by Revere,Jim Kriz,2023-02-25,Defective,2,3.71
RET-59774,CA-2016-168046,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Jonathan Doherty,2024-07-19,Not as Described,1,38.45
RET-27125,CA-2014-142769,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Resi PÃ¶lking,2023-03-07,Changed Mind,1,4.6
RET-67761,CA-2016-156685,Newell 345,Scot Coram,2024-12-26,Damaged,1,15.52
RET-11620,CA-2015-130736,"Alliance Big Bands Rubber Bands, 12/Pack",Jeremy Farry,2024-05-12,Defective,2,3.69
RET-97797,CA-2016-110772,Logitech Wireless Gaming Headset G930,Nick Zandusky,2025-05-17,Not as Described,1,127.43
RET-42581,CA-2016-116526,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Joseph Airdo,2025-02-20,Changed Mind,1,7.78
RET-83183,CA-2017-155621,Howard Miller Distant Time Traveler Alarm Clock,Kean Nguyen,2026-04-22,Defective,7,159.26
RET-30568,US-2017-124968,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Michelle Moray,2026-02-12,Defective,1,101.57
RET-31679,CA-2014-139892,Kensington 7 Outlet MasterPiece Power Center,Becky Martin,2023-03-10,Damaged,4,138.17
RET-53371,CA-2016-111010,Bagged Rubber Bands,Paul Gonzalez,2024-07-19,Not as Described,4,4.36
RET-59628,US-2015-126235,"DAX Cubicle Frames, 8-1/2 x 11",Guy Armstrong,2024-03-19,Changed Mind,1,7.8
RET-68220,US-2017-104094,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Anna Gayman,2026-03-08,Defective,1,11.0
